X,CH1,CH2,CH3,Start,Increment
65,1.70E+00,1.66E+01,1.64E+01,,
66,1.70E+00,1.66E+01,1.65E+01,,
67,1.76E+00,1.67E+01,1.63E+01,,
68,1.76E+00,1.68E+01,1.64E+01,,
69,1.68E+00,1.61E+01,1.60E+01,,
70,1.78E+00,1.69E+01,1.61E+01,,
71,1.68E+00,1.63E+01,1.66E+01,,
72,1.76E+00,1.66E+01,1.63E+01,,
73,1.70E+00,1.65E+01,1.61E+01,,
74,1.70E+00,1.66E+01,1.61E+01,,
75,1.76E+00,1.65E+01,1.62E+01,,
76,1.76E+00,1.65E+01,1.61E+01,,
77,1.70E+00,1.65E+01,1.62E+01,,
78,1.70E+00,1.66E+01,1.63E+01,,
79,1.74E+00,1.64E+01,1.61E+01,,
80,1.70E+00,1.65E+01,1.62E+01,,
81,1.76E+00,1.64E+01,1.61E+01,,
82,1.76E+00,1.65E+01,1.62E+01,,
83,1.68E+00,1.64E+01,1.61E+01,,
84,1.70E+00,1.63E+01,1.61E+01,,
85,1.76E+00,1.64E+01,1.62E+01,,
86,1.70E+00,1.63E+01,1.62E+01,,
87,1.74E+00,1.64E+01,1.61E+01,,
88,1.70E+00,1.64E+01,1.60E+01,,
89,1.76E+00,1.62E+01,1.61E+01,,
90,1.70E+00,1.63E+01,1.60E+01,,
91,1.74E+00,1.62E+01,1.61E+01,,
92,1.98E+00,1.79E+01,1.77E+01,,
93,1.32E+00,1.38E+01,1.26E+01,,
94,1.36E+00,1.38E+01,1.26E+01,,
95,1.98E+00,1.89E+01,1.77E+01,,
96,1.68E+00,1.64E+01,1.65E+01,,
97,1.76E+00,1.59E+01,1.59E+01,,
98,1.72E+00,1.62E+01,1.61E+01,,
99,1.68E+00,1.61E+01,1.63E+01,,
100,1.68E+00,1.62E+01,1.63E+01,,
101,1.74E+00,1.60E+01,1.62E+01,,
102,1.70E+00,1.61E+01,1.62E+01,,
103,1.74E+00,1.60E+01,1.63E+01,,
104,1.76E+00,1.60E+01,1.62E+01,,
105,1.70E+00,1.61E+01,1.63E+01,,
106,1.72E+00,1.60E+01,1.62E+01,,
107,1.68E+00,1.61E+01,1.64E+01,,
108,1.72E+00,1.61E+01,1.63E+01,,
109,1.70E+00,1.59E+01,1.64E+01,,
110,2.14E+00,1.38E+01,1.77E+01,,
111,1.02E+00,1.89E+01,1.26E+01,,
112,1.64E+00,1.71E+01,1.77E+01,,
113,1.78E+00,1.56E+01,1.59E+01,,
114,1.68E+00,1.63E+01,1.62E+01,,
115,1.76E+00,1.59E+01,1.68E+01,,
116,1.72E+00,1.61E+01,1.66E+01,,
117,1.68E+00,1.62E+01,1.64E+01,,
118,1.68E+00,1.61E+01,1.64E+01,,
119,1.76E+00,1.62E+01,1.65E+01,,
120,1.70E+00,1.62E+01,1.65E+01,,
121,1.74E+00,1.63E+01,1.65E+01,,
122,1.76E+00,1.62E+01,1.65E+01,,
123,1.68E+00,1.63E+01,1.66E+01,,
124,1.70E+00,1.63E+01,1.65E+01,,
125,1.74E+00,1.62E+01,1.67E+01,,
126,1.76E+00,1.62E+01,1.67E+01,,
127,1.68E+00,1.64E+01,1.66E+01,,
128,1.74E+00,1.62E+01,1.66E+01,,
129,1.68E+00,1.64E+01,1.67E+01,,
130,1.70E+00,1.63E+01,1.66E+01,,
131,1.76E+00,1.64E+01,1.67E+01,,
132,1.68E+00,1.64E+01,1.66E+01,,
133,1.76E+00,1.63E+01,1.68E+01,,
134,1.68E+00,1.61E+01,1.54E+01,,
135,1.76E+00,1.66E+01,1.77E+01,,
136,1.74E+00,1.66E+01,1.68E+01,,
137,1.70E+00,1.64E+01,1.59E+01,,
138,1.68E+00,1.64E+01,1.63E+01,,
139,1.74E+00,1.65E+01,1.66E+01,,
140,1.70E+00,1.64E+01,1.66E+01,,
141,1.76E+00,1.65E+01,1.64E+01,,
142,1.70E+00,1.65E+01,1.64E+01,,
143,1.72E+00,1.66E+01,1.65E+01,,
144,1.70E+00,1.65E+01,1.65E+01,,
145,1.76E+00,1.67E+01,1.64E+01,,
146,1.68E+00,1.67E+01,1.65E+01,,
147,1.74E+00,1.66E+01,1.64E+01,,
148,1.76E+00,1.67E+01,1.64E+01,,
149,1.70E+00,1.66E+01,1.64E+01,,
150,1.76E+00,1.68E+01,1.64E+01,,
151,1.68E+00,1.62E+01,1.60E+01,,
152,1.68E+00,1.62E+01,1.60E+01,,
153,1.78E+00,1.69E+01,1.65E+01,,
154,1.70E+00,1.66E+01,1.63E+01,,
155,1.76E+00,1.65E+01,1.61E+01,,
156,1.72E+00,1.64E+01,1.63E+01,,
157,1.68E+00,1.66E+01,1.61E+01,,
158,1.72E+00,1.66E+01,1.61E+01,,
159,1.70E+00,1.64E+01,1.62E+01,,
160,1.68E+00,1.65E+01,1.62E+01,,
161,1.76E+00,1.65E+01,1.63E+01,,
162,1.72E+00,1.65E+01,1.62E+01,,
163,1.68E+00,1.64E+01,1.61E+01,,
164,1.74E+00,1.64E+01,1.62E+01,,
165,1.68E+00,1.63E+01,1.61E+01,,
166,1.76E+00,1.64E+01,1.61E+01,,
167,1.68E+00,1.63E+01,1.62E+01,,
168,1.68E+00,1.63E+01,1.61E+01,,
169,1.74E+00,1.64E+01,1.60E+01,,
170,1.74E+00,1.64E+01,1.61E+01,,
171,1.68E+00,1.63E+01,1.61E+01,,
172,1.72E+00,1.63E+01,1.61E+01,,
173,1.68E+00,1.62E+01,1.60E+01,,
174,1.96E+00,1.79E+01,1.77E+01,,
175,1.42E+00,1.38E+01,1.26E+01,,
176,1.28E+00,1.38E+01,1.26E+01,,
177,1.98E+00,1.89E+01,1.77E+01,,
178,1.76E+00,1.59E+01,1.65E+01,,
179,1.66E+00,1.64E+01,1.59E+01,,
180,1.72E+00,1.62E+01,1.63E+01,,
181,1.68E+00,1.61E+01,1.61E+01,,
182,1.72E+00,1.62E+01,1.62E+01,,
183,1.68E+00,1.60E+01,1.63E+01,,
184,1.72E+00,1.61E+01,1.63E+01,,
185,1.68E+00,1.60E+01,1.62E+01,,
186,1.72E+00,1.60E+01,1.63E+01,,
187,1.68E+00,1.61E+01,1.62E+01,,
188,1.72E+00,1.61E+01,1.62E+01,,
189,1.68E+00,1.60E+01,1.64E+01,,
190,1.72E+00,1.60E+01,1.64E+01,,
191,1.68E+00,1.59E+01,1.62E+01,,
192,2.20E+00,1.38E+01,1.77E+01,,
193,1.02E+00,1.89E+01,1.26E+01,,
194,1.60E+00,1.53E+01,1.77E+01,,
195,1.78E+00,1.70E+01,1.59E+01,,
196,1.72E+00,1.63E+01,1.69E+01,,
197,1.68E+00,1.59E+01,1.62E+01,,
198,1.72E+00,1.60E+01,1.63E+01,,
199,1.68E+00,1.62E+01,1.66E+01,,
200,1.68E+00,1.61E+01,1.64E+01,,
201,1.72E+00,1.62E+01,1.66E+01,,
202,1.72E+00,1.62E+01,1.65E+01,,
203,1.68E+00,1.61E+01,1.66E+01,,
204,1.72E+00,1.62E+01,1.65E+01,,
205,1.68E+00,1.63E+01,1.66E+01,,
206,1.68E+00,1.62E+01,1.65E+01,,
207,1.72E+00,1.63E+01,1.66E+01,,
208,1.68E+00,1.62E+01,1.65E+01,,
209,1.72E+00,1.64E+01,1.66E+01,,
210,1.68E+00,1.63E+01,1.67E+01,,
211,1.72E+00,1.64E+01,1.66E+01,,
212,1.68E+00,1.63E+01,1.67E+01,,
213,1.72E+00,1.64E+01,1.65E+01,,
214,1.72E+00,1.63E+01,1.66E+01,,
215,1.68E+00,1.65E+01,1.68E+01,,
216,1.72E+00,1.62E+01,1.55E+01,,
217,1.68E+00,1.65E+01,1.77E+01,,
218,1.72E+00,1.66E+01,1.73E+01,,
219,1.68E+00,1.63E+01,1.60E+01,,
220,1.72E+00,1.64E+01,1.63E+01,,
221,1.68E+00,1.65E+01,1.66E+01,,
222,1.72E+00,1.64E+01,1.64E+01,,
223,1.68E+00,1.65E+01,1.65E+01,,
224,1.72E+00,1.65E+01,1.66E+01,,
225,1.68E+00,1.66E+01,1.64E+01,,
226,1.72E+00,1.65E+01,1.65E+01,,
227,1.68E+00,1.67E+01,1.64E+01,,
228,1.72E+00,1.65E+01,1.65E+01,,
229,1.68E+00,1.67E+01,1.63E+01,,
230,1.72E+00,1.66E+01,1.63E+01,,
231,1.68E+00,1.67E+01,1.65E+01,,
232,1.72E+00,1.67E+01,1.65E+01,,
233,1.68E+00,1.63E+01,1.61E+01,,
234,1.66E+00,1.62E+01,1.59E+01,,
235,1.78E+00,1.69E+01,1.65E+01,,
236,1.72E+00,1.67E+01,1.63E+01,,
237,1.68E+00,1.64E+01,1.61E+01,,
238,1.72E+00,1.64E+01,1.62E+01,,
239,1.68E+00,1.66E+01,1.61E+01,,
240,1.72E+00,1.66E+01,1.61E+01,,
241,1.68E+00,1.64E+01,1.63E+01,,
242,1.72E+00,1.65E+01,1.63E+01,,
243,1.68E+00,1.64E+01,1.62E+01,,
244,1.72E+00,1.65E+01,1.63E+01,,
245,1.68E+00,1.64E+01,1.61E+01,,
246,1.72E+00,1.65E+01,1.62E+01,,
247,1.68E+00,1.64E+01,1.61E+01,,
248,1.68E+00,1.63E+01,1.62E+01,,
249,1.72E+00,1.64E+01,1.60E+01,,
250,1.72E+00,1.63E+01,1.62E+01,,
251,1.68E+00,1.64E+01,1.60E+01,,
252,1.68E+00,1.63E+01,1.61E+01,,
253,1.72E+00,1.64E+01,1.60E+01,,
254,1.72E+00,1.62E+01,1.61E+01,,
255,1.68E+00,1.64E+01,1.60E+01,,
256,1.62E+00,1.79E+01,1.77E+01,,
257,1.96E+00,1.38E+01,1.36E+01,,
258,1.28E+00,1.38E+01,1.26E+01,,
259,1.96E+00,1.89E+01,1.77E+01,,
260,1.76E+00,1.60E+01,1.65E+01,,
261,1.68E+00,1.64E+01,1.60E+01,,
262,1.72E+00,1.63E+01,1.61E+01,,
263,1.68E+00,1.60E+01,1.63E+01,,
264,1.72E+00,1.62E+01,1.62E+01,,
265,1.68E+00,1.61E+01,1.63E+01,,
266,1.72E+00,1.62E+01,1.62E+01,,
267,1.68E+00,1.60E+01,1.63E+01,,
268,1.72E+00,1.61E+01,1.62E+01,,
269,1.68E+00,1.60E+01,1.63E+01,,
270,1.68E+00,1.60E+01,1.63E+01,,
271,1.72E+00,1.61E+01,1.64E+01,,
272,1.68E+00,1.60E+01,1.62E+01,,
273,1.72E+00,1.59E+01,1.64E+01,,
274,1.00E+00,1.38E+01,1.77E+01,,
275,2.14E+00,1.89E+01,1.26E+01,,
276,1.58E+00,1.49E+01,1.52E+01,,
277,1.78E+00,1.71E+01,1.77E+01,,
278,1.68E+00,1.63E+01,1.69E+01,,
279,1.74E+00,1.60E+01,1.63E+01,,
280,1.72E+00,1.60E+01,1.66E+01,,
281,1.68E+00,1.62E+01,1.64E+01,,
282,1.72E+00,1.61E+01,1.66E+01,,
283,1.68E+00,1.62E+01,1.64E+01,,
284,1.72E+00,1.63E+01,1.64E+01,,
285,1.68E+00,1.61E+01,1.66E+01,,
286,1.72E+00,1.63E+01,1.65E+01,,
287,1.68E+00,1.62E+01,1.66E+01,,
288,1.72E+00,1.62E+01,1.66E+01,,
289,1.68E+00,1.64E+01,1.65E+01,,
290,1.72E+00,1.64E+01,1.66E+01,,
291,1.68E+00,1.62E+01,1.67E+01,,
292,1.72E+00,1.63E+01,1.67E+01,,
293,1.68E+00,1.64E+01,1.66E+01,,
294,1.72E+00,1.63E+01,1.66E+01,,
295,1.68E+00,1.64E+01,1.67E+01,,
296,1.72E+00,1.65E+01,1.66E+01,,
297,1.68E+00,1.63E+01,1.68E+01,,
298,1.68E+00,1.62E+01,1.55E+01,,
299,1.76E+00,1.65E+01,1.77E+01,,
300,1.68E+00,1.66E+01,1.76E+01,,
301,1.76E+00,1.64E+01,1.59E+01,,
302,1.72E+00,1.64E+01,1.63E+01,,
303,1.68E+00,1.65E+01,1.66E+01,,
304,1.68E+00,1.64E+01,1.64E+01,,
305,1.72E+00,1.66E+01,1.66E+01,,
306,1.72E+00,1.65E+01,1.64E+01,,
307,1.68E+00,1.66E+01,1.65E+01,,
308,1.72E+00,1.65E+01,1.66E+01,,
309,1.68E+00,1.66E+01,1.64E+01,,
310,1.72E+00,1.67E+01,1.64E+01,,
311,1.68E+00,1.65E+01,1.65E+01,,
312,1.72E+00,1.66E+01,1.64E+01,,
313,1.68E+00,1.67E+01,1.64E+01,,
314,1.72E+00,1.67E+01,1.64E+01,,
315,1.68E+00,1.63E+01,1.62E+01,,
316,1.66E+00,1.61E+01,1.60E+01,,
317,1.76E+00,1.70E+01,1.65E+01,,
318,1.74E+00,1.67E+01,1.63E+01,,
319,1.68E+00,1.65E+01,1.61E+01,,
320,1.72E+00,1.65E+01,1.63E+01,,
321,1.68E+00,1.66E+01,1.61E+01,,
322,1.68E+00,1.64E+01,1.61E+01,,
323,1.72E+00,1.66E+01,1.62E+01,,
324,1.72E+00,1.65E+01,1.62E+01,,
325,1.68E+00,1.64E+01,1.61E+01,,
326,1.72E+00,1.65E+01,1.62E+01,,
327,1.68E+00,1.63E+01,1.61E+01,,
328,1.72E+00,1.65E+01,1.62E+01,,
329,1.68E+00,1.64E+01,1.61E+01,,
330,1.72E+00,1.64E+01,1.62E+01,,
331,1.68E+00,1.63E+01,1.61E+01,,
332,1.72E+00,1.64E+01,1.61E+01,,
333,1.68E+00,1.63E+01,1.60E+01,,
334,1.72E+00,1.63E+01,1.60E+01,,
335,1.68E+00,1.64E+01,1.61E+01,,
336,1.72E+00,1.64E+01,1.60E+01,,
337,1.68E+00,1.62E+01,1.61E+01,,
338,1.72E+00,1.62E+01,1.59E+01,,
339,1.68E+00,1.67E+01,1.74E+01,,
340,1.30E+00,1.38E+01,1.77E+01,,
341,1.98E+00,1.89E+01,1.26E+01,,
342,1.76E+00,1.64E+01,1.66E+01,,
343,1.66E+00,1.59E+01,1.59E+01,,
344,1.72E+00,1.63E+01,1.62E+01,,
345,1.68E+00,1.61E+01,1.63E+01,,
346,1.68E+00,1.62E+01,1.62E+01,,
347,1.72E+00,1.60E+01,1.63E+01,,
348,1.72E+00,1.61E+01,1.62E+01,,
349,1.68E+00,1.60E+01,1.63E+01,,
350,1.72E+00,1.61E+01,1.62E+01,,
351,1.68E+00,1.60E+01,1.63E+01,,
352,1.72E+00,1.61E+01,1.64E+01,,
353,1.68E+00,1.59E+01,1.62E+01,,
354,1.68E+00,1.61E+01,1.63E+01,,
355,1.72E+00,1.59E+01,1.64E+01,,
356,2.20E+00,1.38E+01,1.77E+01,,
357,1.02E+00,1.89E+01,1.26E+01,,
358,1.56E+00,1.41E+01,1.46E+01,,
359,1.78E+00,1.70E+01,1.77E+01,,
360,1.68E+00,1.63E+01,1.69E+01,,
361,1.76E+00,1.59E+01,1.62E+01,,
362,1.72E+00,1.60E+01,1.66E+01,,
363,1.68E+00,1.62E+01,1.64E+01,,
364,1.72E+00,1.61E+01,1.65E+01,,
365,1.68E+00,1.62E+01,1.64E+01,,
366,1.72E+00,1.63E+01,1.65E+01,,
367,1.68E+00,1.61E+01,1.66E+01,,
368,1.72E+00,1.61E+01,1.65E+01,,
369,1.68E+00,1.63E+01,1.66E+01,,
370,1.72E+00,1.63E+01,1.65E+01,,
371,1.68E+00,1.62E+01,1.66E+01,,
372,1.72E+00,1.63E+01,1.66E+01,,
373,1.68E+00,1.62E+01,1.67E+01,,
374,1.72E+00,1.63E+01,1.67E+01,,
375,1.68E+00,1.64E+01,1.66E+01,,
376,1.72E+00,1.63E+01,1.66E+01,,
377,1.68E+00,1.64E+01,1.67E+01,,
378,1.72E+00,1.63E+01,1.66E+01,,
379,1.68E+00,1.64E+01,1.67E+01,,
380,1.68E+00,1.62E+01,1.55E+01,,
381,1.76E+00,1.65E+01,1.77E+01,,
382,1.72E+00,1.66E+01,1.77E+01,,
383,1.68E+00,1.64E+01,1.59E+01,,
384,1.72E+00,1.65E+01,1.63E+01,,
385,1.68E+00,1.64E+01,1.66E+01,,
386,1.68E+00,1.64E+01,1.64E+01,,
387,1.74E+00,1.65E+01,1.65E+01,,
388,1.72E+00,1.64E+01,1.64E+01,,
389,1.68E+00,1.66E+01,1.66E+01,,
390,1.72E+00,1.65E+01,1.64E+01,,
391,1.68E+00,1.66E+01,1.65E+01,,
392,1.72E+00,1.66E+01,1.65E+01,,
393,1.68E+00,1.66E+01,1.64E+01,,
394,1.72E+00,1.66E+01,1.64E+01,,
395,1.70E+00,1.67E+01,1.64E+01,,
396,1.74E+00,1.67E+01,1.65E+01,,
397,1.68E+00,1.65E+01,1.62E+01,,
398,1.68E+00,1.62E+01,1.60E+01,,
399,1.76E+00,1.69E+01,1.65E+01,,
400,1.70E+00,1.66E+01,1.63E+01,,
401,1.76E+00,1.64E+01,1.61E+01,,
402,1.72E+00,1.65E+01,1.61E+01,,
403,1.70E+00,1.66E+01,1.63E+01,,
404,1.72E+00,1.66E+01,1.63E+01,,
405,1.68E+00,1.64E+01,1.61E+01,,
406,1.72E+00,1.64E+01,1.61E+01,,
407,1.68E+00,1.65E+01,1.63E+01,,
408,1.70E+00,1.65E+01,1.62E+01,,
409,1.74E+00,1.64E+01,1.61E+01,,
410,1.72E+00,1.65E+01,1.62E+01,,
411,1.68E+00,1.63E+01,1.61E+01,,
412,1.74E+00,1.64E+01,1.62E+01,,
413,1.68E+00,1.63E+01,1.61E+01,,
414,1.70E+00,1.64E+01,1.60E+01,,
415,1.76E+00,1.63E+01,1.61E+01,,
416,1.68E+00,1.64E+01,1.60E+01,,
417,1.74E+00,1.62E+01,1.61E+01,,
418,1.70E+00,1.62E+01,1.61E+01,,
419,1.76E+00,1.64E+01,1.60E+01,,
420,1.72E+00,1.62E+01,1.61E+01,,
421,1.68E+00,1.63E+01,1.59E+01,,
422,1.34E+00,1.38E+01,1.77E+01,,
423,2.00E+00,1.89E+01,1.26E+01,,
424,1.76E+00,1.65E+01,1.66E+01,,
425,1.68E+00,1.59E+01,1.59E+01,,
426,1.76E+00,1.63E+01,1.61E+01,,
427,1.68E+00,1.61E+01,1.63E+01,,
428,1.70E+00,1.63E+01,1.62E+01,,
429,1.76E+00,1.60E+01,1.63E+01,,
430,1.72E+00,1.62E+01,1.62E+01,,
431,1.68E+00,1.60E+01,1.63E+01,,
432,1.72E+00,1.61E+01,1.62E+01,,
433,1.68E+00,1.60E+01,1.63E+01,,
434,1.70E+00,1.61E+01,1.62E+01,,
435,1.74E+00,1.60E+01,1.63E+01,,
436,1.76E+00,1.61E+01,1.63E+01,,
437,1.68E+00,1.59E+01,1.64E+01,,
438,1.04E+00,1.38E+01,1.26E+01,,
439,2.16E+00,1.89E+01,1.77E+01,,
440,1.82E+00,1.40E+01,1.41E+01,,
441,1.56E+00,1.70E+01,1.77E+01,,
442,1.68E+00,1.64E+01,1.69E+01,,
443,1.76E+00,1.59E+01,1.62E+01,,
444,1.70E+00,1.60E+01,1.66E+01,,
445,1.76E+00,1.62E+01,1.64E+01,,
446,1.70E+00,1.61E+01,1.64E+01,,
447,1.76E+00,1.62E+01,1.65E+01,,
448,1.68E+00,1.61E+01,1.65E+01,,
449,1.74E+00,1.62E+01,1.64E+01,,
450,1.76E+00,1.62E+01,1.65E+01,,
451,1.70E+00,1.63E+01,1.66E+01,,
452,1.72E+00,1.62E+01,1.65E+01,,
453,1.70E+00,1.64E+01,1.67E+01,,
454,1.70E+00,1.62E+01,1.66E+01,,
455,1.72E+00,1.63E+01,1.67E+01,,
456,1.70E+00,1.64E+01,1.66E+01,,
457,1.76E+00,1.63E+01,1.67E+01,,
458,1.68E+00,1.64E+01,1.66E+01,,
459,1.74E+00,1.63E+01,1.67E+01,,
460,1.74E+00,1.63E+01,1.67E+01,,
461,1.70E+00,1.64E+01,1.66E+01,,
462,1.76E+00,1.65E+01,1.55E+01,,
463,1.68E+00,1.62E+01,1.71E+01,,
464,1.76E+00,1.62E+01,1.77E+01,,
465,1.68E+00,1.66E+01,1.59E+01,,
466,1.76E+00,1.64E+01,1.66E+01,,
467,1.70E+00,1.65E+01,1.64E+01,,
468,1.74E+00,1.65E+01,1.65E+01,,
469,1.68E+00,1.64E+01,1.64E+01,,
470,1.70E+00,1.65E+01,1.64E+01,,
471,1.76E+00,1.66E+01,1.65E+01,,
472,1.76E+00,1.66E+01,1.65E+01,,
473,1.70E+00,1.65E+01,1.64E+01,,
474,1.70E+00,1.65E+01,1.65E+01,,
475,1.76E+00,1.67E+01,1.64E+01,,
476,1.76E+00,1.66E+01,1.65E+01,,
477,1.70E+00,1.67E+01,1.63E+01,,
478,1.70E+00,1.68E+01,1.63E+01,,
479,1.76E+00,1.66E+01,1.64E+01,,
480,1.68E+00,1.62E+01,1.61E+01,,
481,1.78E+00,1.70E+01,1.65E+01,,
482,1.70E+00,1.67E+01,1.63E+01,,
483,1.76E+00,1.65E+01,1.62E+01,,
484,1.70E+00,1.65E+01,1.63E+01,,
485,1.76E+00,1.66E+01,1.61E+01,,
486,1.70E+00,1.65E+01,1.61E+01,,
487,1.76E+00,1.66E+01,1.63E+01,,
488,1.70E+00,1.66E+01,1.63E+01,,
489,1.76E+00,1.64E+01,1.61E+01,,
490,1.70E+00,1.66E+01,1.61E+01,,
491,1.76E+00,1.64E+01,1.62E+01,,
492,1.70E+00,1.65E+01,1.62E+01,,
493,1.76E+00,1.64E+01,1.61E+01,,
494,1.76E+00,1.63E+01,1.62E+01,,
495,1.70E+00,1.64E+01,1.60E+01,,
496,1.76E+00,1.64E+01,1.61E+01,,
497,1.70E+00,1.63E+01,1.60E+01,,
498,1.70E+00,1.63E+01,1.61E+01,,
499,1.76E+00,1.64E+01,1.60E+01,,
500,1.70E+00,1.63E+01,1.61E+01,,
501,1.76E+00,1.62E+01,1.60E+01,,
502,1.70E+00,1.63E+01,1.61E+01,,
503,1.76E+00,1.62E+01,1.60E+01,,
504,1.32E+00,1.38E+01,1.77E+01,,
505,2.02E+00,1.89E+01,1.26E+01,,
506,1.66E+00,1.65E+01,1.66E+01,,
507,1.78E+00,1.59E+01,1.59E+01,,
508,1.76E+00,1.64E+01,1.63E+01,,
509,1.70E+00,1.60E+01,1.61E+01,,
510,1.70E+00,1.62E+01,1.61E+01,,
511,1.76E+00,1.60E+01,1.64E+01,,
512,1.70E+00,1.62E+01,1.62E+01,,
513,1.76E+00,1.60E+01,1.63E+01,,
514,1.70E+00,1.61E+01,1.63E+01,,
515,1.74E+00,1.60E+01,1.62E+01,,
516,1.70E+00,1.61E+01,1.63E+01,,
517,1.74E+00,1.60E+01,1.62E+01,,
518,1.70E+00,1.61E+01,1.63E+01,,
519,1.76E+00,1.59E+01,1.64E+01,,
520,1.04E+00,1.38E+01,1.26E+01,,
521,2.14E+00,1.89E+01,1.77E+01,,
522,1.86E+00,1.40E+01,1.40E+01,,
523,1.58E+00,1.71E+01,1.77E+01,,
524,1.68E+00,1.59E+01,1.60E+01,,
525,1.76E+00,1.63E+01,1.69E+01,,
526,1.76E+00,1.60E+01,1.66E+01,,
527,1.70E+00,1.62E+01,1.63E+01,,
528,1.70E+00,1.61E+01,1.65E+01,,
529,1.76E+00,1.62E+01,1.66E+01,,
530,1.76E+00,1.61E+01,1.64E+01,,
531,1.70E+00,1.62E+01,1.66E+01,,
532,1.70E+00,1.61E+01,1.65E+01,,
533,1.76E+00,1.63E+01,1.66E+01,,
534,1.70E+00,1.62E+01,1.65E+01,,
535,1.74E+00,1.63E+01,1.66E+01,,
536,1.70E+00,1.63E+01,1.66E+01,,
537,1.76E+00,1.62E+01,1.67E+01,,
538,1.74E+00,1.62E+01,1.67E+01,,
539,1.70E+00,1.64E+01,1.66E+01,,
540,1.76E+00,1.63E+01,1.67E+01,,
541,1.70E+00,1.64E+01,1.66E+01,,
542,1.76E+00,1.63E+01,1.66E+01,,
543,1.70E+00,1.64E+01,1.67E+01,,
544,1.76E+00,1.64E+01,1.55E+01,,
545,1.70E+00,1.62E+01,1.71E+01,,
546,1.76E+00,1.63E+01,1.77E+01,,
547,1.70E+00,1.66E+01,1.59E+01,,
548,1.70E+00,1.65E+01,1.66E+01,,
549,1.76E+00,1.64E+01,1.64E+01,,
550,1.70E+00,1.64E+01,1.65E+01,,
551,1.76E+00,1.65E+01,1.64E+01,,
552,1.70E+00,1.65E+01,1.66E+01,,
553,1.76E+00,1.66E+01,1.64E+01,,
554,1.70E+00,1.65E+01,1.65E+01,,
555,1.76E+00,1.66E+01,1.64E+01,,
556,1.76E+00,1.67E+01,1.64E+01,,
